species,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58
Paretroplus_menarambo,-0.146964216,-0.02840349,0.081715738,-0.062797955,-0.159903057,0.03789209,0.042653228,0.115584177,0.110967667,0.103342531,0.055289025,0.079140128,0.067801137,0.054077637,0.090541811,0.015517779,0.126370356,0.026437829,0.151043295,0.031111678,0.152698559,0.076017535,-0.169598335,-0.028733939,-0.158490412,-0.027018642,-0.146642678,-0.028082745,-0.136264921,-0.033241601,-0.126164626,-0.039728223,-0.115746269,-0.046480217,-0.104868631,-0.053046622,-0.093444474,-0.059133691,-0.081416524,-0.064334227,-0.06895309,-0.068595691,-0.056101217,-0.071854251,-0.043103069,-0.073999372,-0.030027713,-0.075489775,-0.016929302,-0.075947553,-0.003962691,-0.075863493,0.008878104,-0.075175008,0.021605423,-0.074189825,0.034291208,-0.072688591,0.046883616,-0.070707998,0.059365564,-0.068298261,0.071799254,-0.065540945,0.084158001,-0.061961106,0.095608105,-0.056060481,0.106305567,-0.049181758,0.116142817,-0.041213217,0.125216646,-0.032469891,0.133425663,-0.023033957,0.140531537,-0.012852021,0.147126051,-0.002376188,0.15325559,0.008226239,0.158622204,0.018758055,0.162133711,0.0295153,0.165927388,0.0413546,0.170804348,0.05271328,0.175198158,0.066053133,-0.179971066,0.030180556,-0.165160421,0.034394477,-0.154277561,0.042118795,-0.146044665,0.051929219,-0.137253487,0.061751117,-0.127029379,0.071155616,-0.115580366,0.079206358,-0.103681947,0.086330906,-0.091247412,0.092596471,-0.078489495,0.097967983,-0.06562666,0.102559102,-0.03341609,0.112568142
Paretroplus_maculatus,-0.148419005,-0.026924961,0.084584084,-0.063615877,-0.159706418,0.039098004,0.038513444,0.116767239,0.107911101,0.104500187,0.048628135,0.074823186,0.063178888,0.052198906,0.087590716,0.016622547,0.120784502,0.028478127,0.149076848,0.031183688,0.150894379,0.075080578,-0.169074604,-0.025884379,-0.157805929,-0.025094969,-0.145871562,-0.027264114,-0.135728241,-0.033066052,-0.125592669,-0.039635413,-0.115105987,-0.046292938,-0.104198405,-0.052778886,-0.092788286,-0.058755187,-0.081017528,-0.064173752,-0.06874356,-0.068952372,-0.056010777,-0.072784953,-0.043104434,-0.075734174,-0.030019184,-0.077955314,-0.016724438,-0.079275815,-0.003437738,-0.079693234,0.009713478,-0.079349915,0.02283567,-0.078385271,0.035772734,-0.076582208,0.048566295,-0.074271797,0.061102487,-0.071177999,0.073484575,-0.067617909,0.085851804,-0.063079902,0.097017307,-0.056369018,0.107242642,-0.048931654,0.117071288,-0.041037454,0.126177708,-0.03226942,0.134319446,-0.02276827,0.141378052,-0.012593108,0.147710111,-0.002027348,0.153265619,0.008679859,0.157760257,0.019246539,0.160832382,0.030355583,0.164991384,0.042671488,0.169968496,0.053600088,0.174597549,0.069176237,-0.176074726,0.031379004,-0.164233511,0.035346451,-0.154622673,0.043944217,-0.146368948,0.053582214,-0.137461737,0.063468695,-0.127016767,0.072836327,-0.115435371,0.081073181,-0.103111719,0.088058097,-0.090395106,0.094008233,-0.077543406,0.098955131,-0.064998826,0.103349695,-0.030209828,0.115860163
Paretroplus_dambabe,-0.152561143,-0.026066334,0.087145344,-0.062869632,-0.162360729,0.040546509,0.036942254,0.112786027,0.108197701,0.103181975,0.051475657,0.075176899,0.064756394,0.051916063,0.087841696,0.017589465,0.124949251,0.028901514,0.149238778,0.032043222,0.150901041,0.077039933,-0.173644592,-0.025932806,-0.158987299,-0.024819059,-0.146784505,-0.027024043,-0.136668371,-0.033052296,-0.12635429,-0.039559094,-0.115598605,-0.045951196,-0.104366307,-0.051954986,-0.092701971,-0.057436563,-0.08073722,-0.062206144,-0.068506473,-0.066437735,-0.055888667,-0.06981942,-0.043035654,-0.072526308,-0.03004041,-0.074198991,-0.017066615,-0.075281774,-0.004024853,-0.07566614,0.008937621,-0.075387772,0.021831825,-0.074576353,0.034609328,-0.073294765,0.047332683,-0.071587369,0.059984291,-0.069349056,0.072527746,-0.066662538,0.085259542,-0.063530444,0.097482359,-0.058043861,0.108574527,-0.050728599,0.118506449,-0.042307363,0.127498979,-0.033163753,0.135147453,-0.023162088,0.142369121,-0.012936506,0.148836261,-0.002299346,0.154780928,0.00840404,0.159216631,0.019268407,0.162599613,0.030574239,0.167002787,0.042238344,0.17109832,0.052612401,0.175320487,0.070868296,-0.181280286,0.035053623,-0.167206417,0.037930357,-0.156296878,0.044256615,-0.146749005,0.052916392,-0.136692078,0.061797127,-0.125626126,0.069839733,-0.113927274,0.076857209,-0.101644856,0.082911507,-0.089100846,0.088184471,-0.0763466,0.092364202,-0.063349921,0.095408075,-0.032817082,0.10716569
Ptychochromoides_itasy,-0.11928716,-0.034643958,0.083098675,-0.05700523,-0.136093049,0.046744661,0.039250853,0.112744182,0.109419323,0.105979802,0.04986549,0.079551015,0.066098744,0.059548449,0.093366863,0.016278897,0.131860683,0.032381138,0.162319422,0.03543372,0.161373419,0.066622783,-0.172584252,-0.03590162,-0.162460515,-0.033644659,-0.150367662,-0.032843798,-0.138684483,-0.03291761,-0.126159431,-0.032792018,-0.111324075,-0.03739451,-0.101174976,-0.04671403,-0.091281553,-0.05184738,-0.080100099,-0.056105401,-0.068310006,-0.059038894,-0.056208544,-0.061284193,-0.044064181,-0.062858948,-0.031943596,-0.063478836,-0.019576093,-0.063371337,-0.006907651,-0.063170956,0.005834918,-0.063043098,0.018439125,-0.062997162,0.030788429,-0.062657344,0.043198151,-0.06176572,0.0557068,-0.060766891,0.068116309,-0.059530321,0.080176864,-0.057940426,0.091919761,-0.054828339,0.103646555,-0.050972998,0.115092634,-0.04592042,0.126518001,-0.040207389,0.138263564,-0.032612488,0.149200645,-0.021543162,0.156793731,-0.007296012,0.158047142,0.005470926,0.161027877,0.016538727,0.168747661,0.025873022,0.177736363,0.033881128,0.186812842,0.043197876,0.188541528,0.046868521,-0.184026489,0.030874051,-0.172163493,0.033670506,-0.159981422,0.037168319,-0.147961919,0.041298486,-0.134429685,0.047210694,-0.12439802,0.058507017,-0.120981829,0.070862003,-0.109560434,0.08008405,-0.098214609,0.088331308,-0.086477971,0.096067569,-0.078377069,0.101214273,-0.088162106,0.094692021
Ptychochromoides_betsileanus,-0.12136191,-0.033067633,0.082523375,-0.061894381,-0.132304689,0.048013791,0.039900279,0.116335396,0.103930162,0.109652024,0.049843716,0.086132754,0.061621473,0.063913486,0.086339676,0.023622173,0.129606864,0.03515846,0.15946119,0.038269667,0.157410855,0.072182286,-0.175565981,-0.032312432,-0.162865746,-0.031149308,-0.150656278,-0.030755036,-0.138979816,-0.030987408,-0.125700865,-0.031303221,-0.11208738,-0.038020077,-0.10192045,-0.045610814,-0.091648751,-0.050600455,-0.080271709,-0.054794857,-0.068497375,-0.058190676,-0.056380451,-0.060975062,-0.04400377,-0.063139444,-0.031659879,-0.064875498,-0.019331232,-0.066179053,-0.006765483,-0.066839334,0.005889022,-0.067611097,0.01838841,-0.068277664,0.030917306,-0.068338664,0.043623369,-0.068001555,0.056416961,-0.067059227,0.06910855,-0.065382817,0.081548773,-0.062062806,0.093086614,-0.056612696,0.104035937,-0.050266477,0.114817783,-0.04370463,0.125356864,-0.036636267,0.135905376,-0.028884187,0.145851124,-0.019134402,0.153814316,-0.007478887,0.159271744,0.004288125,0.164441528,0.015131403,0.171058284,0.024857698,0.179477721,0.033386843,0.187307297,0.043690547,0.191487464,0.050722923,-0.181128812,0.033038729,-0.171826356,0.034848751,-0.160050637,0.037507807,-0.148253631,0.041373688,-0.135278747,0.04666337,-0.122583848,0.055859536,-0.116084716,0.067899206,-0.107193677,0.077096025,-0.097007548,0.085755099,-0.084967525,0.09476484,-0.07138788,0.09717151,-0.086676888,0.092809929
Ptychochromoides_vondrozo,-0.125363604,-0.028205833,0.071241913,-0.060504785,-0.134196248,0.042915588,0.028419361,0.105040323,0.095781773,0.109409926,0.039802927,0.076277394,0.054338889,0.055366214,0.08312832,0.015194722,0.130654329,0.031046535,0.167328007,0.036861001,0.16791783,0.069861884,-0.183084072,-0.030117946,-0.167338812,-0.027743313,-0.154311969,-0.027307295,-0.141964549,-0.027534002,-0.127915258,-0.02822348,-0.112319105,-0.033646138,-0.101470538,-0.041739994,-0.092556155,-0.044668576,-0.080917217,-0.047173945,-0.06841284,-0.049434974,-0.055756632,-0.051742,-0.04313921,-0.05383994,-0.030486396,-0.055826605,-0.017760554,-0.057690073,-0.005062074,-0.059634042,0.007314603,-0.061432306,0.019547815,-0.06270979,0.03193882,-0.063171374,0.044482149,-0.063155121,0.056940907,-0.062753737,0.069268757,-0.061179927,0.081430516,-0.057576583,0.093422702,-0.053291367,0.105139504,-0.048326466,0.116748114,-0.042726982,0.1279815,-0.035613758,0.138181034,-0.026353881,0.146705681,-0.015931952,0.154449159,-0.00594046,0.162736715,0.003165057,0.170773306,0.012106068,0.179329956,0.019832452,0.189219151,0.02918001,0.198536739,0.040688521,0.206237553,0.052706702,-0.1908313,0.02803912,-0.176295202,0.030028877,-0.163705925,0.032625667,-0.151359965,0.036368025,-0.137910847,0.041036695,-0.122623621,0.04904831,-0.111801953,0.061980006,-0.105306051,0.071597353,-0.094331509,0.077573649,-0.083040139,0.085630637,-0.070194671,0.092794886,-0.089541611,0.078821027
Oxylapia_polli,-0.121256643,-0.033319472,0.081888224,-0.039298048,-0.138187568,0.036585329,0.053733529,0.092764323,0.11485433,0.089718305,0.064565967,0.068217049,0.077743054,0.046482839,0.098527387,0.016436585,0.144801755,0.021923217,0.175572207,0.026600882,0.180070018,0.057327474,-0.199748651,-0.041719557,-0.173834413,-0.035979776,-0.161362272,-0.034334866,-0.149393485,-0.033407878,-0.137514022,-0.032984769,-0.124856909,-0.033234937,-0.10954069,-0.035337726,-0.09584631,-0.040371804,-0.085636791,-0.04276971,-0.074459032,-0.043866757,-0.061609035,-0.04487677,-0.048738008,-0.045710195,-0.035810196,-0.046311276,-0.022980021,-0.046795189,-0.01018186,-0.046963969,0.002711694,-0.046999831,0.015375222,-0.046756116,0.027998094,-0.046163971,0.040531044,-0.045288764,0.052807642,-0.04402387,0.065175317,-0.042263323,0.077233643,-0.040229019,0.088384374,-0.037697271,0.099351957,-0.034221007,0.110563381,-0.02991194,0.121798315,-0.025205507,0.132677629,-0.020147152,0.143141327,-0.013780557,0.153484279,-0.006886122,0.163436193,-0.000166054,0.173833654,0.005953096,0.185474721,0.014095741,0.196736181,0.024796069,0.207768939,0.037677806,0.213624263,0.049219752,-0.210238955,0.017642813,-0.182112528,0.021893228,-0.168037171,0.025680832,-0.155127406,0.030127597,-0.141831554,0.034821577,-0.126351133,0.041200551,-0.111581209,0.051156527,-0.102626488,0.059178343,-0.093084791,0.062485162,-0.075768015,0.071872117,-0.067619805,0.084639446,-0.078529376,0.068526543
Katria_katria,-0.12366881,-0.03030289,0.092453573,-0.053767485,-0.137042567,0.042716519,0.042312142,0.109892044,0.115801636,0.102081355,0.056803236,0.076668671,0.067997443,0.056112699,0.093022698,0.013424453,0.128309466,0.029913039,0.163845584,0.034198731,0.158822208,0.070913651,-0.18411429,-0.030713784,-0.167625585,-0.028095088,-0.15455861,-0.027325927,-0.141972607,-0.02792763,-0.128420627,-0.029235043,-0.113557048,-0.034270257,-0.102527343,-0.042132271,-0.092682665,-0.045806465,-0.080977715,-0.049404731,-0.068960571,-0.052597523,-0.056767699,-0.055456762,-0.044621741,-0.057943369,-0.032522639,-0.059862578,-0.020256903,-0.061072935,-0.007868002,-0.061864808,0.004691113,-0.062098554,0.017353071,-0.062094369,0.029890618,-0.061766802,0.042390238,-0.060985783,0.054892682,-0.0598248,0.067379085,-0.058226821,0.079730839,-0.056182204,0.091753928,-0.053832885,0.103570261,-0.050755702,0.115408998,-0.045757189,0.127301323,-0.039109899,0.138601476,-0.030084641,0.148077538,-0.018906799,0.155004912,-0.006767981,0.16003844,0.004558437,0.16602061,0.014848927,0.174126882,0.024346135,0.181559507,0.035431534,0.188089562,0.047116437,0.19167412,0.055516925,-0.192471782,0.025747536,-0.175648044,0.028819362,-0.162911008,0.032390352,-0.150598174,0.0369402,-0.137229327,0.042343889,-0.122986329,0.051051417,-0.113613761,0.062989642,-0.105282695,0.071572675,-0.094471351,0.078986509,-0.08348751,0.087270417,-0.072625037,0.094807042,-0.087452747,0.083515377
Ptychochromis_makira,-0.121759578,-0.031866538,0.093728291,-0.057411638,-0.139949192,0.051194019,0.039527918,0.116271612,0.120027695,0.098328031,0.05469076,0.078217558,0.065183458,0.055773243,0.088752566,0.013416583,0.123020508,0.023646706,0.154401252,0.02549896,0.155782647,0.06882182,-0.167153831,-0.029683429,-0.161436839,-0.028784622,-0.149060621,-0.027475827,-0.135793131,-0.027258754,-0.121469955,-0.031620256,-0.110153955,-0.039753915,-0.100033059,-0.046411851,-0.089671787,-0.052273588,-0.07849064,-0.056884285,-0.06669103,-0.060785945,-0.054763032,-0.064566823,-0.042730375,-0.067961149,-0.030546026,-0.070938845,-0.018113735,-0.073213816,-0.0055157,-0.074649958,0.007217518,-0.075971234,0.020334188,-0.07581148,0.033339292,-0.074218136,0.046059257,-0.072266713,0.058622015,-0.069531921,0.07108849,-0.066247307,0.082963068,-0.061612056,0.094856832,-0.056824243,0.10604966,-0.049951619,0.115379493,-0.041034572,0.123553741,-0.03154287,0.130960163,-0.021608511,0.137475477,-0.011118914,0.143738468,0.000337315,0.152826247,0.009776207,0.161560976,0.018267898,0.169785172,0.027405941,0.176601811,0.038082076,0.183447522,0.048842709,0.187158342,0.05709711,-0.178474048,0.032554945,-0.171665541,0.034844669,-0.159703252,0.039195603,-0.148228898,0.044781798,-0.137337705,0.052529052,-0.130460438,0.063330281,-0.121663946,0.07384872,-0.111046213,0.08267863,-0.101520083,0.091319483,-0.085892858,0.101593664,-0.068821805,0.101980003,-0.089985553,0.099646176
Ptychochromis_new_sp,-0.120433335,-0.028331348,0.089174987,-0.056970701,-0.13908145,0.045599376,0.041534375,0.108798521,0.108560988,0.107438485,0.049924179,0.075243865,0.061139148,0.051736906,0.086757562,0.009827138,0.124363567,0.016798682,0.163781745,0.023239593,0.166299758,0.071771996,-0.174663629,-0.038139127,-0.16446814,-0.033588475,-0.153312706,-0.029868018,-0.141354712,-0.027198721,-0.126461223,-0.027316211,-0.110943728,-0.032326446,-0.09939494,-0.03953321,-0.089377168,-0.043544051,-0.077874675,-0.04738435,-0.06593913,-0.050986752,-0.053671915,-0.05449373,-0.041786098,-0.057937279,-0.029687707,-0.060750927,-0.017453895,-0.063638094,-0.005369186,-0.066130627,0.006726467,-0.06793068,0.019111976,-0.06866004,0.031702367,-0.068417859,0.044310221,-0.067186225,0.056951846,-0.065538034,0.069510207,-0.063321997,0.081902475,-0.060183318,0.093301536,-0.05445164,0.104456147,-0.048088717,0.114609371,-0.040309616,0.123670161,-0.031417231,0.131965684,-0.02176101,0.140081102,-0.011843318,0.149175148,-0.003295756,0.158894817,0.004782226,0.167553181,0.014885476,0.174642457,0.02512126,0.182625704,0.034141976,0.190863186,0.043620959,0.19897333,0.053228712,-0.191066204,0.027372848,-0.174211951,0.030462836,-0.161730092,0.034319989,-0.149679016,0.039810053,-0.137029373,0.046256612,-0.12507631,0.055510874,-0.117108506,0.066648302,-0.107972254,0.075557037,-0.099104395,0.08438706,-0.090258424,0.094011272,-0.075293567,0.098205466,-0.09275996,0.091765987
Ptychochromis_grandidieri,-0.123053219,-0.028435662,0.085966357,-0.06328481,-0.136668895,0.050193835,0.035534685,0.113239148,0.115685959,0.10103861,0.045680179,0.077319668,0.058797483,0.054118141,0.088624583,0.008828398,0.120303288,0.02024229,0.153475526,0.023753825,0.161648696,0.069483748,-0.166963429,-0.026998281,-0.161644405,-0.026217496,-0.149010062,-0.025196217,-0.134450913,-0.024792146,-0.119117769,-0.031200337,-0.109445526,-0.041208578,-0.100209477,-0.047159438,-0.08941956,-0.052350995,-0.077989722,-0.056768154,-0.066166252,-0.060578865,-0.054113131,-0.063962233,-0.041938366,-0.067010587,-0.029652912,-0.069591201,-0.017230575,-0.071600229,-0.004638201,-0.072987439,0.008106513,-0.073595893,0.020875366,-0.073535873,0.033629343,-0.073036183,0.046415277,-0.072012843,0.059229626,-0.0703673,0.072126507,-0.067794414,0.084854968,-0.06367462,0.096479566,-0.057207073,0.106874976,-0.049440555,0.116364309,-0.040846215,0.125059559,-0.031602104,0.132834305,-0.021709591,0.139829885,-0.011302808,0.146541968,-0.000564351,0.154588611,0.009225546,0.162734954,0.018624893,0.170472778,0.028164098,0.178071812,0.03819169,0.18496732,0.048920345,0.191002371,0.059711407,-0.176407275,0.035580259,-0.172108606,0.03669268,-0.160069377,0.040198656,-0.148288684,0.044362672,-0.135920814,0.050136196,-0.127680428,0.060567008,-0.121908663,0.07246208,-0.110480735,0.081934176,-0.100690895,0.089988425,-0.091580832,0.098800852,-0.0739055,0.108200432,-0.096022549,0.096053412
Ptychochromis_inornatus,-0.1257512,-0.0307523,0.08485908,-0.063461072,-0.134677412,0.05301895,0.034257321,0.11545191,0.107328636,0.105534398,0.043428045,0.077489384,0.054453693,0.05572387,0.080305305,0.015732902,0.120172835,0.026883258,0.157792485,0.032085667,0.158366296,0.071979379,-0.167793903,-0.02832947,-0.160707622,-0.027455316,-0.148136201,-0.026781149,-0.134618614,-0.027300335,-0.120820312,-0.033240105,-0.111861922,-0.042777945,-0.102227716,-0.049494029,-0.091071815,-0.054807378,-0.079325717,-0.059119342,-0.06724671,-0.062682631,-0.054920884,-0.065791159,-0.042582053,-0.068579854,-0.030152051,-0.07094898,-0.017525255,-0.072733499,-0.004791749,-0.073670893,0.007922216,-0.074178954,0.020704874,-0.074236965,0.033536161,-0.073823176,0.046405695,-0.072633457,0.059233311,-0.070757129,0.072041527,-0.068057462,0.084602654,-0.063716938,0.096186345,-0.057245383,0.106683612,-0.049594687,0.116120918,-0.041052311,0.12485931,-0.031971996,0.133085505,-0.022482809,0.140376475,-0.012365098,0.146525467,-0.001432104,0.154300926,0.008711623,0.162642482,0.018073753,0.170840372,0.027088079,0.178931221,0.036658354,0.186359896,0.047136554,0.192310736,0.056919282,-0.177632463,0.037658628,-0.170820235,0.039074428,-0.158946781,0.041852683,-0.147393032,0.046214701,-0.135258876,0.05215514,-0.126246928,0.061930249,-0.11791546,0.072115872,-0.107402394,0.080864466,-0.096713854,0.088845443,-0.086154988,0.096770465,-0.074911712,0.104420131,-0.081025538,0.101084356
Ptychochromis_insolitus,-0.123977292,-0.032954342,0.083532725,-0.052139418,-0.135594162,0.04374109,0.035844576,0.101402687,0.113697002,0.100144958,0.047056822,0.073739448,0.059169344,0.05290832,0.086384076,0.01300179,0.128029651,0.026760458,0.172711918,0.035379649,0.168557849,0.072623877,-0.187688304,-0.032011447,-0.168076583,-0.030892334,-0.155379793,-0.030157943,-0.143201115,-0.030346626,-0.129953748,-0.030765998,-0.115318403,-0.03559469,-0.104484998,-0.042766612,-0.093615634,-0.04578912,-0.081092337,-0.049912321,-0.069540341,-0.053572617,-0.057847644,-0.055686017,-0.04559128,-0.057282102,-0.033179501,-0.058270955,-0.020444953,-0.058900622,-0.007822231,-0.059473633,0.004831471,-0.059428441,0.017591964,-0.059370479,0.030418586,-0.058883293,0.043018035,-0.058601051,0.055336517,-0.057392035,0.067625782,-0.055761386,0.07951779,-0.053101947,0.091142812,-0.049482068,0.102586008,-0.044744428,0.113868263,-0.03940119,0.124430181,-0.032304002,0.135031278,-0.024864333,0.144483901,-0.015510877,0.153121413,-0.005539035,0.160980538,0.004508567,0.169031194,0.013322918,0.178144426,0.021485603,0.187632684,0.031315044,0.196590322,0.04261669,0.204068941,0.054909019,-0.196872717,0.028761639,-0.177220476,0.032343926,-0.164750552,0.036050642,-0.152888237,0.039106614,-0.139269906,0.042260913,-0.123284682,0.049384806,-0.112906846,0.060519762,-0.103162042,0.066277158,-0.091220062,0.072786238,-0.077772235,0.080449453,-0.064500681,0.093455514,-0.077779315,0.08164458
Ptychochromis_oligacanthus,-0.127401164,-0.027140657,0.088292935,-0.06417719,-0.137522272,0.050470984,0.028588383,0.110861091,0.107083076,0.107462671,0.034326409,0.077003394,0.048051491,0.054269779,0.076120987,0.003054883,0.119321821,0.024108952,0.159987272,0.027716313,0.153865681,0.073468537,-0.170148728,-0.025104034,-0.161741445,-0.02463494,-0.149220394,-0.024228961,-0.134223817,-0.024197484,-0.119879529,-0.032061619,-0.111001383,-0.04117419,-0.100929219,-0.04639324,-0.089787817,-0.051600238,-0.078306981,-0.056093052,-0.066373996,-0.05976444,-0.054238188,-0.063001137,-0.041984683,-0.065743107,-0.02957036,-0.068062272,-0.017085295,-0.070144199,-0.00449215,-0.071665895,0.008186585,-0.072802815,0.020979484,-0.073252693,0.033785508,-0.073118335,0.046647754,-0.072440794,0.059478318,-0.071323091,0.072777098,-0.069642806,0.086037544,-0.065358613,0.098099499,-0.059221002,0.109549255,-0.05195272,0.119396858,-0.042736836,0.127852097,-0.032924506,0.135507513,-0.022695736,0.142164005,-0.011947552,0.149439835,-0.001659205,0.157321055,0.00812384,0.165064661,0.018017766,0.172413141,0.028050952,0.179954382,0.038211083,0.186886244,0.049140893,0.193333977,0.062162666,-0.177184436,0.038464409,-0.172468566,0.03928904,-0.16048634,0.04205341,-0.148845338,0.045689572,-0.136131503,0.05090027,-0.127803767,0.061612799,-0.118600226,0.071808498,-0.107096905,0.079092144,-0.096372786,0.086319581,-0.084061915,0.096279762,-0.070117463,0.097984518,-0.087436202,0.094645555
Ptychochromis_loisellei,-0.12943755,-0.028815619,0.08818187,-0.060441072,-0.139030256,0.052198178,0.034798459,0.105527665,0.105071939,0.098859578,0.049031787,0.074071715,0.060986704,0.05279146,0.088494655,0.010968061,0.123943952,0.024337381,0.159183415,0.028596284,0.159429964,0.071490796,-0.166818425,-0.026348723,-0.161664379,-0.025230931,-0.148284625,-0.024369778,-0.132811035,-0.026203816,-0.121378861,-0.035692611,-0.112342151,-0.04338492,-0.1020474,-0.049432209,-0.090696301,-0.054375822,-0.079032698,-0.058896273,-0.067156109,-0.062851132,-0.054970721,-0.066102281,-0.042570717,-0.068872945,-0.030023097,-0.071058745,-0.017363674,-0.072210776,-0.00466125,-0.073012662,0.008097818,-0.073158333,0.020887732,-0.073059689,0.033675814,-0.072122789,0.04641644,-0.070570853,0.059058232,-0.068538885,0.071627487,-0.065915841,0.084154372,-0.062287577,0.095909646,-0.056314185,0.106446397,-0.048674238,0.115601593,-0.039938915,0.123855031,-0.030513196,0.131804395,-0.0208087,0.139296399,-0.010790756,0.146653636,-0.000404846,0.155480936,0.008619209,0.164039322,0.017604489,0.171611138,0.027615608,0.178308782,0.038390716,0.18484489,0.049386213,0.189619377,0.060244566,-0.17763252,0.037818309,-0.172462936,0.039105438,-0.160555373,0.042708788,-0.149021751,0.047015429,-0.137262474,0.052877092,-0.129283365,0.06320681,-0.119647315,0.073142193,-0.107987911,0.08096606,-0.097191313,0.088116841,-0.085734752,0.096881735,-0.071221981,0.101199253,-0.088221243,0.096659251
Paratilapia_polleni,-0.128054625,-0.033167858,0.071077238,-0.05826924,-0.13602692,0.047114279,0.038793665,0.116737269,0.120564566,0.11108334,0.04371552,0.080843058,0.054789517,0.05947039,0.08571918,0.009888988,0.13285319,0.031473026,0.166360286,0.037732934,0.158116659,0.07662108,-0.172857689,-0.034083491,-0.162193575,-0.032867709,-0.150048032,-0.032015215,-0.138097002,-0.031456047,-0.1245406,-0.034337532,-0.11505182,-0.043852919,-0.105040005,-0.05051025,-0.093506069,-0.055608468,-0.081266868,-0.059010226,-0.068834618,-0.061693839,-0.05639201,-0.064105999,-0.043947655,-0.066018708,-0.031427975,-0.067394409,-0.018842858,-0.068113582,-0.006230491,-0.068414842,0.00633828,-0.068175753,0.018891295,-0.067471083,0.031352269,-0.066252432,0.043752984,-0.064443948,0.056088158,-0.062163164,0.068051778,-0.059120984,0.079543286,-0.055057275,0.090719278,-0.049955827,0.101621611,-0.044217053,0.112117449,-0.037777695,0.122144015,-0.030486416,0.131575859,-0.022341432,0.140301729,-0.013339529,0.148550166,-0.003788082,0.156366864,0.006016144,0.163943647,0.015464367,0.173026856,0.022212186,0.182581337,0.029780523,0.192182996,0.038126466,0.200596703,0.046716409,-0.18394226,0.032212082,-0.17157413,0.035198882,-0.159337316,0.038523075,-0.147147948,0.04234278,-0.133416487,0.048594393,-0.124332145,0.059849065,-0.116018049,0.06977161,-0.105192624,0.077327984,-0.093743269,0.084624495,-0.082069748,0.091698991,-0.070582831,0.098503352,-0.072020762,0.097583837
